"","NODEID","name","year","zone_ind"
"143","145",NA,NA,0
"144","146",NA,NA,0
"145","147",NA,NA,0
"146","148",NA,NA,0
"147","149",NA,NA,0
"148","150",NA,NA,0
"149","151",NA,NA,0
"150","152",NA,NA,0
"151","153",NA,NA,0
"152","154",NA,NA,0
"153","155",NA,NA,0
"154","156",NA,NA,0
"155","157",NA,NA,0
"156","158",NA,NA,0
"157","159",NA,NA,0
"158","160",NA,NA,0
"159","161",NA,NA,0
"160","162",NA,NA,0
"161","163",NA,NA,0
"162","164",NA,NA,0
"163","165",NA,NA,0
"164","166",NA,NA,0
"165","167",NA,NA,0
"166","168",NA,NA,0
"167","169",NA,NA,0
"168","170",NA,NA,0
"169","171",NA,NA,0
"170","172",NA,NA,0
"171","173",NA,NA,0
"172","174",NA,NA,0
"173","175",NA,NA,0
"174","176",NA,NA,0
"175","177",NA,NA,0
"176","178",NA,NA,0
"177","179",NA,NA,0
"178","180",NA,NA,0
"179","181",NA,NA,0
"180","182",NA,NA,0
"181","183",NA,NA,0
"182","184",NA,NA,0
"183","185",NA,NA,0
"184","186",NA,NA,0
"185","187",NA,NA,0
"186","188",NA,NA,0
"187","189",NA,NA,0
"188","190",NA,NA,0
"189","191",NA,NA,0
"190","192",NA,NA,0
"191","193",NA,NA,0
"192","194",NA,NA,0
"193","195",NA,NA,0
"194","196",NA,NA,0
"195","197",NA,NA,0
"196","198",NA,NA,0
"197","199",NA,NA,0
"198","200",NA,NA,0
"199","201",NA,NA,0
"200","202",NA,NA,0
"201","203",NA,NA,0
"202","204",NA,NA,0
"203","205",NA,NA,0
"204","206",NA,NA,0
"205","207",NA,NA,0
"206","208",NA,NA,0
"207","209",NA,NA,0
"208","210",NA,NA,0
"209","211",NA,NA,0
"210","212",NA,NA,0
"211","213",NA,NA,0
"212","214",NA,NA,0
"213","215",NA,NA,0
"214","216",NA,NA,0
"215","217",NA,NA,0
"216","218",NA,NA,0
"217","219",NA,NA,0
"218","220",NA,NA,0
"219","221",NA,NA,0
"220","222",NA,NA,0
"221","223",NA,NA,0
"222","224",NA,NA,0
"223","225",NA,NA,0
"224","226",NA,NA,0
"225","227",NA,NA,0
"226","228",NA,NA,0
"227","229",NA,NA,0
"228","230",NA,NA,0
"229","231",NA,NA,0
"230","233",NA,NA,0
"231","234",NA,NA,0
"232","235",NA,NA,0
"233","236",NA,NA,0
"234","237",NA,NA,0
"235","238",NA,NA,0
"236","239",NA,NA,0
"237","240",NA,NA,0
"238","241",NA,NA,0
"239","243",NA,NA,0
"240","245",NA,NA,0
"241","246",NA,NA,0
"242","247",NA,NA,0
"243","248",NA,NA,0
"244","249",NA,NA,0
"245","250",NA,NA,0
"246","251",NA,NA,0
"247","252",NA,NA,0
"248","253",NA,NA,0
"249","254",NA,NA,0
"250","255",NA,NA,0
"251","256",NA,NA,0
"252","257",NA,NA,0
"253","258",NA,NA,0
"254","259",NA,NA,0
"255","260",NA,NA,0
"256","261",NA,NA,0
"257","262",NA,NA,0
"258","263",NA,NA,0
"259","264",NA,NA,0
"260","265",NA,NA,0
"261","266",NA,NA,0
"262","267",NA,NA,0
"263","268",NA,NA,0
"264","269",NA,NA,0
"265","270",NA,NA,0
"266","271",NA,NA,0
"267","272",NA,NA,0
"268","273",NA,NA,0
"269","274",NA,NA,0
"270","275",NA,NA,0
"271","276",NA,NA,0
"272","277",NA,NA,0
"273","278",NA,NA,0
"274","279",NA,NA,0
"275","280",NA,NA,0
"276","281",NA,NA,0
"277","282",NA,NA,0
"278","283",NA,NA,0
"279","284",NA,NA,0
"280","285",NA,NA,0
"281","286",NA,NA,0
"282","287",NA,NA,0
"283","288",NA,NA,0
"284","289",NA,NA,0
"285","291",NA,NA,0
"286","292",NA,NA,0
"287","293",NA,NA,0
"288","294",NA,NA,0
"289","295",NA,NA,0
"290","296",NA,NA,0
"291","297",NA,NA,0
"292","298",NA,NA,0
"293","299",NA,NA,0
"294","300",NA,NA,0
"295","301",NA,NA,0
"296","303",NA,NA,0
"297","304",NA,NA,0
"298","306",NA,NA,0
"299","307",NA,NA,0
"300","308",NA,NA,0
"301","309",NA,NA,0
"302","310",NA,NA,0
"303","311",NA,NA,0
"304","312",NA,NA,0
"305","315",NA,NA,0
"306","316",NA,NA,0
"307","317",NA,NA,0
"308","318",NA,NA,0
"309","319",NA,NA,0
"310","320",NA,NA,0
"311","321",NA,NA,0
"312","322",NA,NA,0
"313","323",NA,NA,0
"314","324",NA,NA,0
"315","325",NA,NA,0
"316","326",NA,NA,0
"317","327",NA,NA,0
"318","328",NA,NA,0
"319","329",NA,NA,0
"320","330",NA,NA,0
"321","331",NA,NA,0
"322","332",NA,NA,0
"323","334",NA,NA,0
"324","335",NA,NA,0
"325","336",NA,NA,0
"326","337",NA,NA,0
"327","338",NA,NA,0
"328","339",NA,NA,0
"329","341",NA,NA,0
"330","342",NA,NA,0
"331","343",NA,NA,0
"332","344",NA,NA,0
"333","345",NA,NA,0
"334","346",NA,NA,0
"335","347",NA,NA,0
"336","348",NA,NA,0
"337","349",NA,NA,0
"338","350",NA,NA,0
"339","351",NA,NA,0
"340","352",NA,NA,0
"341","353",NA,NA,0
"342","354",NA,NA,0
"343","355",NA,NA,0
"344","356",NA,NA,0
"345","357",NA,NA,0
"346","358",NA,NA,0
"347","359",NA,NA,0
"348","360",NA,NA,0
"349","361",NA,NA,0
"350","362",NA,NA,0
"351","363",NA,NA,0
"352","364",NA,NA,0
"353","365",NA,NA,0
"354","366",NA,NA,0
"355","367",NA,NA,0
"356","372",NA,NA,0
"357","373",NA,NA,0
"358","374",NA,NA,0
"359","375",NA,NA,0
"360","376",NA,NA,0
"361","378",NA,NA,0
"362","379",NA,NA,0
"363","381",NA,NA,0
"364","382",NA,NA,0
"365","384",NA,NA,0
"366","385",NA,NA,0
"367","386",NA,NA,0
"368","387",NA,NA,0
"369","388",NA,NA,0
"370","389",NA,NA,0
"371","390",NA,NA,0
"372","391",NA,NA,0
"373","392",NA,NA,0
"374","393",NA,NA,0
"375","394",NA,NA,0
"376","395",NA,NA,0
"377","396",NA,NA,0
"378","397",NA,NA,0
"379","398",NA,NA,0
"380","399",NA,NA,0
"381","400",NA,NA,0
"382","401",NA,NA,0
"383","402",NA,NA,0
"384","404",NA,NA,0
"385","405",NA,NA,0
"386","406",NA,NA,0
"387","407",NA,NA,0
"388","408",NA,NA,0
"389","409",NA,NA,0
"390","410",NA,NA,0
"391","412",NA,NA,0
"392","413",NA,NA,0
"393","414",NA,NA,0
"394","415",NA,NA,0
"395","416",NA,NA,0
"396","417",NA,NA,0
"397","418",NA,NA,0
"398","419",NA,NA,0
"399","420",NA,NA,0
"400","421",NA,NA,0
"401","422",NA,NA,0
"402","423",NA,NA,0
"403","424",NA,NA,0
"404","425",NA,NA,0
"405","426",NA,NA,0
"406","427",NA,NA,0
"407","428",NA,NA,0
"408","429",NA,NA,0
"409","430",NA,NA,0
"410","431",NA,NA,0
"411","432",NA,NA,0
"412","433",NA,NA,0
"413","434",NA,NA,0
"414","435",NA,NA,0
"415","436",NA,NA,0
"416","437",NA,NA,0
"417","438",NA,NA,0
"418","439",NA,NA,0
"419","440",NA,NA,0
"420","441",NA,NA,0
"421","442",NA,NA,0
"422","443",NA,NA,0
"423","444",NA,NA,0
"424","445",NA,NA,0
"425","446",NA,NA,0
"426","447",NA,NA,0
"427","448",NA,NA,0
"428","449",NA,NA,0
"429","451",NA,NA,0
"430","453",NA,NA,0
"431","454",NA,NA,0
"432","455",NA,NA,0
"433","457",NA,NA,0
"434","458",NA,NA,0
"435","459",NA,NA,0
"436","461",NA,NA,0
"437","463",NA,NA,0
"438","464",NA,NA,0
"439","465",NA,NA,0
"440","466",NA,NA,0
"441","468",NA,NA,0
"442","469",NA,NA,0
"443","470",NA,NA,0
"444","471",NA,NA,0
"445","472",NA,NA,0
"446","473",NA,NA,0
"447","474",NA,NA,0
"448","475",NA,NA,0
"449","476",NA,NA,0
"450","477",NA,NA,0
"451","478",NA,NA,0
"452","479",NA,NA,0
"453","480",NA,NA,0
"454","481",NA,NA,0
"455","482",NA,NA,0
"456","483",NA,NA,0
"457","484",NA,NA,0
"458","485",NA,NA,0
"459","487",NA,NA,0
"460","488",NA,NA,0
"461","489",NA,NA,0
"462","490",NA,NA,0
"463","491",NA,NA,0
"464","492",NA,NA,0
"465","493",NA,NA,0
"466","494",NA,NA,0
"467","495",NA,NA,0
"468","496",NA,NA,0
"469","497",NA,NA,0
"470","498",NA,NA,0
"471","499",NA,NA,0
"472","500",NA,NA,0
"473","501",NA,NA,0
"474","502",NA,NA,0
"475","503",NA,NA,0
"476","504",NA,NA,0
"477","505",NA,NA,0
"478","506",NA,NA,0
"479","507",NA,NA,0
"480","509",NA,NA,0
"481","510",NA,NA,0
"482","511",NA,NA,0
"483","512",NA,NA,0
"484","513",NA,NA,0
"485","514",NA,NA,0
"486","515",NA,NA,0
"487","517",NA,NA,0
"488","519",NA,NA,0
"489","520",NA,NA,0
"490","521",NA,NA,0
"491","522",NA,NA,0
"492","523",NA,NA,0
"493","524",NA,NA,0
"494","525",NA,NA,0
"495","526",NA,NA,0
"496","527",NA,NA,0
"497","528",NA,NA,0
"498","529",NA,NA,0
"499","530",NA,NA,0
"500","531",NA,NA,0
"501","533",NA,NA,0
"502","534",NA,NA,0
"503","535",NA,NA,0
"504","536",NA,NA,0
"505","537",NA,NA,0
"506","538",NA,NA,0
"507","539",NA,NA,0
"508","540",NA,NA,0
"509","541",NA,NA,0
"510","542",NA,NA,0
"511","543",NA,NA,0
"512","544",NA,NA,0
"513","545",NA,NA,0
"514","546",NA,NA,0
"515","547",NA,NA,0
"516","548",NA,NA,0
"517","549",NA,NA,0
"518","550",NA,NA,0
"519","551",NA,NA,0
"520","552",NA,NA,0
"521","553",NA,NA,0
"522","554",NA,NA,0
"523","555",NA,NA,0
"524","556",NA,NA,0
"525","557",NA,NA,0
"526","558",NA,NA,0
"527","559",NA,NA,0
"528","560",NA,NA,0
"529","561",NA,NA,0
"530","562",NA,NA,0
"531","563",NA,NA,0
"532","564",NA,NA,0
"533","565",NA,NA,0
"534","566",NA,NA,0
"535","567",NA,NA,0
"536","568",NA,NA,0
"537","569",NA,NA,0
"538","570",NA,NA,0
"539","571",NA,NA,0
"540","572",NA,NA,0
"541","574",NA,NA,0
"542","575",NA,NA,0
"543","576",NA,NA,0
"544","577",NA,NA,0
"545","578",NA,NA,0
"546","579",NA,NA,0
"547","580",NA,NA,0
"548","581",NA,NA,0
"549","582",NA,NA,0
"550","583",NA,NA,0
"551","584",NA,NA,0
"552","585",NA,NA,0
"553","586",NA,NA,0
"554","587",NA,NA,0
"555","589",NA,NA,0
"556","591",NA,NA,0
"557","592",NA,NA,0
"558","596",NA,NA,0
"559","597",NA,NA,0
"560","598",NA,NA,0
"561","599",NA,NA,0
"562","600",NA,NA,0
"563","601",NA,NA,0
"564","602",NA,NA,0
"565","603",NA,NA,0
"566","604",NA,NA,0
"567","605",NA,NA,0
"568","606",NA,NA,0
"569","607",NA,NA,0
"570","608",NA,NA,0
"571","609",NA,NA,0
"572","610",NA,NA,0
"573","611",NA,NA,0
"574","612",NA,NA,0
"575","613",NA,NA,0
"576","614",NA,NA,0
"577","615",NA,NA,0
"578","616",NA,NA,0
"579","617",NA,NA,0
"580","618",NA,NA,0
"581","619",NA,NA,0
"582","620",NA,NA,0
"583","621",NA,NA,0
"584","622",NA,NA,0
"585","623",NA,NA,0
"586","625",NA,NA,0
"587","626",NA,NA,0
"588","627",NA,NA,0
"589","628",NA,NA,0
"590","629",NA,NA,0
"591","630",NA,NA,0
"592","631",NA,NA,0
"593","635",NA,NA,0
"594","636",NA,NA,0
"595","639",NA,NA,0
"596","640",NA,NA,0
"597","641",NA,NA,0
"598","642",NA,NA,0
"599","643",NA,NA,0
"600","644",NA,NA,0
"601","645",NA,NA,0
"602","646",NA,NA,0
"603","647",NA,NA,0
"604","648",NA,NA,0
"605","649",NA,NA,0
"606","650",NA,NA,0
"607","651",NA,NA,0
"608","652",NA,NA,0
"609","653",NA,NA,0
"610","654",NA,NA,0
"611","655",NA,NA,0
"612","656",NA,NA,0
"613","657",NA,NA,0
"614","659",NA,NA,0
"615","660",NA,NA,0
"616","661",NA,NA,0
"617","662",NA,NA,0
"618","668",NA,NA,0
"619","669",NA,NA,0
"620","670",NA,NA,0
"621","671",NA,NA,0
"622","674",NA,NA,0
"623","676",NA,NA,0
"624","677",NA,NA,0
"625","679",NA,NA,0
"626","681",NA,NA,0
"627","682",NA,NA,0
"628","683",NA,NA,0
"629","684",NA,NA,0
"630","688",NA,NA,0
"631","690",NA,NA,0
"632","691",NA,NA,0
"633","692",NA,NA,0
"634","693",NA,NA,0
"635","694",NA,NA,0
"636","695",NA,NA,0
"637","696",NA,NA,0
"638","697",NA,NA,0
"639","698",NA,NA,0
"640","699",NA,NA,0
"641","700",NA,NA,0
"642","701",NA,NA,0
"643","702",NA,NA,0
"644","703",NA,NA,0
"645","704",NA,NA,0
"646","705",NA,NA,0
"647","706",NA,NA,0
"648","707",NA,NA,0
"649","708",NA,NA,0
"650","709",NA,NA,0
"651","710",NA,NA,0
"652","711",NA,NA,0
"653","712",NA,NA,0
"654","713",NA,NA,0
"655","714",NA,NA,0
"656","715",NA,NA,0
"657","716",NA,NA,0
"658","717",NA,NA,0
"659","718",NA,NA,0
"660","719",NA,NA,0
"661","720",NA,NA,0
"662","721",NA,NA,0
"663","722",NA,NA,0
"664","723",NA,NA,0
"665","724",NA,NA,0
"666","725",NA,NA,0
"667","726",NA,NA,0
"668","727",NA,NA,0
"669","728",NA,NA,0
"670","729",NA,NA,0
"671","730",NA,NA,0
"672","731",NA,NA,0
"673","732",NA,NA,0
"674","733",NA,NA,0
"675","734",NA,NA,0
"676","735",NA,NA,0
"677","736",NA,NA,0
"678","737",NA,NA,0
"679","738",NA,NA,0
"680","739",NA,NA,0
"681","740",NA,NA,0
"682","741",NA,NA,0
"683","742",NA,NA,0
"684","743",NA,NA,0
"685","744",NA,NA,0
"686","745",NA,NA,0
"687","746",NA,NA,0
"688","747",NA,NA,0
"689","748",NA,NA,0
"690","749",NA,NA,0
"691","750",NA,NA,0
"692","751",NA,NA,0
"693","752",NA,NA,0
"694","753",NA,NA,0
"695","754",NA,NA,0
"696","755",NA,NA,0
"697","756",NA,NA,0
"698","757",NA,NA,0
"699","758",NA,NA,0
"700","759",NA,NA,0
"701","760",NA,NA,0
"702","761",NA,NA,0
"703","762",NA,NA,0
"704","763",NA,NA,0
"705","764",NA,NA,0
"706","765",NA,NA,0
"707","766",NA,NA,0
"708","767",NA,NA,0
"709","768",NA,NA,0
"710","769",NA,NA,0
"711","770",NA,NA,0
"712","771",NA,NA,0
"713","772",NA,NA,0
"714","773",NA,NA,0
"715","774",NA,NA,0
"716","775",NA,NA,0
"717","776",NA,NA,0
"718","777",NA,NA,0
"719","778",NA,NA,0
"720","779",NA,NA,0
"721","780",NA,NA,0
"722","781",NA,NA,0
"723","782",NA,NA,0
"724","783",NA,NA,0
"725","784",NA,NA,0
"726","785",NA,NA,0
"727","786",NA,NA,0
"728","787",NA,NA,0
"729","788",NA,NA,0
"730","789",NA,NA,0
"731","790",NA,NA,0
"732","791",NA,NA,0
"733","792",NA,NA,0
"734","793",NA,NA,0
"735","794",NA,NA,0
"736","795",NA,NA,0
"737","796",NA,NA,0
"738","797",NA,NA,0
"739","798",NA,NA,0
"740","799",NA,NA,0
"741","800",NA,NA,0
"742","801",NA,NA,0
"743","802",NA,NA,0
"744","803",NA,NA,0
"745","804",NA,NA,0
"746","805",NA,NA,0
"747","806",NA,NA,0
"748","807",NA,NA,0
"749","808",NA,NA,0
"750","809",NA,NA,0
"751","810",NA,NA,0
"752","811",NA,NA,0
"753","812",NA,NA,0
"754","813",NA,NA,0
"755","814",NA,NA,0
"756","815",NA,NA,0
"757","816",NA,NA,0
"758","817",NA,NA,0
"759","818",NA,NA,0
"760","819",NA,NA,0
"761","820",NA,NA,0
"762","821",NA,NA,0
"763","822",NA,NA,0
"764","823",NA,NA,0
"765","824",NA,NA,0
"766","825",NA,NA,0
"767","826",NA,NA,0
"768","828",NA,NA,0
"769","829",NA,NA,0
"770","830",NA,NA,0
"771","831",NA,NA,0
"772","832",NA,NA,0
"773","833",NA,NA,0
"774","834",NA,NA,0
"775","835",NA,NA,0
"776","836",NA,NA,0
"777","837",NA,NA,0
"778","838",NA,NA,0
"779","839",NA,NA,0
"780","840",NA,NA,0
"781","841",NA,NA,0
"782","842",NA,NA,0
"783","843",NA,NA,0
"784","844",NA,NA,0
"785","845",NA,NA,0
"786","847",NA,NA,0
"787","848",NA,NA,0
"788","849",NA,NA,0
"789","850",NA,NA,0
"790","851",NA,NA,0
"791","852",NA,NA,0
"792","853",NA,NA,0
"793","854",NA,NA,0
"794","855",NA,NA,0
"795","856",NA,NA,0
"796","857",NA,NA,0
"797","858",NA,NA,0
"798","859",NA,NA,0
"799","860",NA,NA,0
"800","861",NA,NA,0
"801","862",NA,NA,0
"802","863",NA,NA,0
"803","864",NA,NA,0
"804","865",NA,NA,0
"805","866",NA,NA,0
"806","867",NA,NA,0
"807","868",NA,NA,0
"808","869",NA,NA,0
"809","870",NA,NA,0
"810","872",NA,NA,0
"811","873",NA,NA,0
"812","874",NA,NA,0
"813","875",NA,NA,0
"814","876",NA,NA,0
"815","877",NA,NA,0
"816","878",NA,NA,0
"817","879",NA,NA,0
"818","880",NA,NA,0
"819","881",NA,NA,0
"820","882",NA,NA,0
"821","883",NA,NA,0
"822","884",NA,NA,0
"823","885",NA,NA,0
"824","886",NA,NA,0
"825","887",NA,NA,0
"826","888",NA,NA,0
"827","889",NA,NA,0
"828","890",NA,NA,0
"829","891",NA,NA,0
"830","892",NA,NA,0
"831","893",NA,NA,0
"832","894",NA,NA,0
"833","895",NA,NA,0
"834","896",NA,NA,0
"835","897",NA,NA,0
"836","898",NA,NA,0
"837","900",NA,NA,0
"838","901",NA,NA,0
"839","902",NA,NA,0
"840","903",NA,NA,0
"841","905",NA,NA,0
"842","906",NA,NA,0
"843","908",NA,NA,0
"844","909",NA,NA,0
"845","910",NA,NA,0
"846","911",NA,NA,0
"847","912",NA,NA,0
"848","913",NA,NA,0
"849","914",NA,NA,0
"850","915",NA,NA,0
"851","916",NA,NA,0
"852","917",NA,NA,0
"853","918",NA,NA,0
"854","919",NA,NA,0
"855","920",NA,NA,0
"856","921",NA,NA,0
"857","922",NA,NA,0
"858","923",NA,NA,0
"859","924",NA,NA,0
"860","926",NA,NA,0
"861","927",NA,NA,0
"862","928",NA,NA,0
"863","929",NA,NA,0
"864","930",NA,NA,0
"865","931",NA,NA,0
"866","934",NA,NA,0
"867","935",NA,NA,0
"868","936",NA,NA,0
"869","937",NA,NA,0
"870","938",NA,NA,0
"871","939",NA,NA,0
"872","940",NA,NA,0
"873","941",NA,NA,0
"874","943",NA,NA,0
"875","944",NA,NA,0
"876","946",NA,NA,0
"877","947",NA,NA,0
"878","948",NA,NA,0
"879","950",NA,NA,0
"880","951",NA,NA,0
"881","954",NA,NA,0
"882","956",NA,NA,0
"883","957",NA,NA,0
"884","958",NA,NA,0
"885","960",NA,NA,0
"886","961",NA,NA,0
"887","962",NA,NA,0
"888","963",NA,NA,0
"889","964",NA,NA,0
"890","966",NA,NA,0
"891","967",NA,NA,0
"892","968",NA,NA,0
"893","970",NA,NA,0
"894","971",NA,NA,0
"895","972",NA,NA,0
"896","973",NA,NA,0
"897","974",NA,NA,0
"898","975",NA,NA,0
"899","976",NA,NA,0
"900","977",NA,NA,0
"901","978",NA,NA,0
"902","979",NA,NA,0
"903","980",NA,NA,0
"904","982",NA,NA,0
"905","983",NA,NA,0
"906","984",NA,NA,0
"907","985",NA,NA,0
"908","986",NA,NA,0
"909","987",NA,NA,0
"910","988",NA,NA,0
"911","989",NA,NA,0
"912","990",NA,NA,0
"913","991",NA,NA,0
"914","992",NA,NA,0
"915","993",NA,NA,0
"916","994",NA,NA,0
"917","995",NA,NA,0
"918","996",NA,NA,0
"919","997",NA,NA,0
"920","998",NA,NA,0
"921","999",NA,NA,0
"922","1000",NA,NA,0
"923","1001",NA,NA,0
"924","1002",NA,NA,0
"925","1003",NA,NA,0
"926","1004",NA,NA,0
"927","1005",NA,NA,0
"928","1006",NA,NA,0
"929","1007",NA,NA,0
"930","1008",NA,NA,0
"931","1010",NA,NA,0
"932","1011",NA,NA,0
"933","1012",NA,NA,0
"934","1013",NA,NA,0
"935","1014",NA,NA,0
"936","1015",NA,NA,0
"937","1017",NA,NA,0
"938","1018",NA,NA,0
"939","1019",NA,NA,0
"940","1020",NA,NA,0
"941","1021",NA,NA,0
"942","1022",NA,NA,0
"943","1023",NA,NA,0
"944","1024",NA,NA,0
"945","1025",NA,NA,0
"946","1026",NA,NA,0
"947","1027",NA,NA,0
"948","1028",NA,NA,0
"949","1029",NA,NA,0
"950","1030",NA,NA,0
"951","1032",NA,NA,0
"952","1033",NA,NA,0
"953","1034",NA,NA,0
"954","1035",NA,NA,0
"955","1036",NA,NA,0
"956","1038",NA,NA,0
"957","1039",NA,NA,0
"958","1040",NA,NA,0
"959","1041",NA,NA,0
"960","1042",NA,NA,0
"961","1043",NA,NA,0
"962","1044",NA,NA,0
"963","1046",NA,NA,0
"964","1047",NA,NA,0
"965","1048",NA,NA,0
"966","1049",NA,NA,0
"967","1050",NA,NA,0
"968","1053",NA,NA,0
"969","1055",NA,NA,0
"970","1056",NA,NA,0
"971","1057",NA,NA,0
"972","1058",NA,NA,0
"973","1059",NA,NA,0
"974","1060",NA,NA,0
"975","1061",NA,NA,0
"976","1062",NA,NA,0
"977","1063",NA,NA,0
"978","1064",NA,NA,0
"979","1065",NA,NA,0
"980","1066",NA,NA,0
"981","1067",NA,NA,0
"982","1068",NA,NA,0
"983","1069",NA,NA,0
"984","1070",NA,NA,0
"985","1071",NA,NA,0
"986","1072",NA,NA,0
"987","1073",NA,NA,0
"988","1074",NA,NA,0
"989","1075",NA,NA,0
"990","1076",NA,NA,0
"991","1077",NA,NA,0
"992","1078",NA,NA,0
"993","1079",NA,NA,0
"994","1080",NA,NA,0
"995","1081",NA,NA,0
"996","1082",NA,NA,0
"997","1083",NA,NA,0
"998","1084",NA,NA,0
"999","1085",NA,NA,0
"1000","1087",NA,NA,0
"1001","1088",NA,NA,0
"1002","1089",NA,NA,0
"1003","1090",NA,NA,0
"1004","1091",NA,NA,0
"1005","1092",NA,NA,0
"1006","1093",NA,NA,0
"1007","1094",NA,NA,0
"1008","1095",NA,NA,0
"1009","1096",NA,NA,0
"1010","1097",NA,NA,0
"1011","1098",NA,NA,0
"1012","1099",NA,NA,0
"1013","1100",NA,NA,0
"1014","1101",NA,NA,0
"1015","1102",NA,NA,0
"1016","1103",NA,NA,0
"1017","1104",NA,NA,0
"1018","1105",NA,NA,0
"1019","1106",NA,NA,0
"1020","1107",NA,NA,0
"1021","1108",NA,NA,0
"1022","1109",NA,NA,0
"1023","1110",NA,NA,0
"1024","1111",NA,NA,0
"1025","1112",NA,NA,0
"1026","1113",NA,NA,0
"1027","1114",NA,NA,0
"1028","1115",NA,NA,0
"1029","1116",NA,NA,0
"1030","1117",NA,NA,0
"1031","1118",NA,NA,0
"1032","1119",NA,NA,0
"1033","1120",NA,NA,0
"1034","1121",NA,NA,0
"1035","1122",NA,NA,0
"1036","1123",NA,NA,0
"1037","1124",NA,NA,0
"1038","1125",NA,NA,0
"1039","1126",NA,NA,0
"1040","1128",NA,NA,0
"1041","1130",NA,NA,0
"1042","1131",NA,NA,0
"1043","1132",NA,NA,0
"1044","1133",NA,NA,0
"1045","1134",NA,NA,0
"1046","1135",NA,NA,0
"1047","1136",NA,NA,0
"1048","1137",NA,NA,0
"1049","1138",NA,NA,0
"1050","1139",NA,NA,0
"1051","1140",NA,NA,0
"1052","1141",NA,NA,0
"1053","1142",NA,NA,0
"1054","1143",NA,NA,0
"1055","1144",NA,NA,0
"1056","1145",NA,NA,0
"1057","1146",NA,NA,0
"1058","1147",NA,NA,0
